,host,tool,indent,user,time,method,request_path,status,size,referer,agent
6484,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:04 +0300,POST,/index.php/component/search/ HTTP/1.1,303,381,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6485,192.168.4.25,acunetix,-,-,22/Dec/2016:16:40:20 +0300,GET,/index.php/component/content/article/WEB-INF%5cweb.xml-uncategorised/1-testsayfasi HTTP/1.1,200,3247,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6486,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:26 +0300,POST,/index.php/component/search/ HTTP/1.1,303,381,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6487,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:43 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6488,192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:52 +0300,GET,/index.php/component/search/?ordering=category&searchphrase=all&searchword=//www.vulnweb.com HTTP/1.1,200,3167,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6489,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:01 +0300,POST,/index.php HTTP/1.1,200,1841,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6490,192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:34 +0300,GET,/index.php/component/search/?searchword=acu9065%EF%BC%9Cs1%EF%B9%A5s2%CA%BAs3%CA%B9uca9065&ordering=category&searchphrase=any&areas[0]=categories HTTP/1.1,200,3285,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6491,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:28 +0300,POST,/administrator/index.php HTTP/1.1,500,1522,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6492,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:48 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,200,237,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6493,192.168.4.25,acunetix,-,-,22/Dec/2016:16:33:18 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6494,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:31 +0300,POST,/index.php/component/search/ HTTP/1.1,303,377,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6495,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:53 +0300,GET,/DVWA/instructions.php?doc=../../../../../../../../../../../../../../../proc/version HTTP/1.1,302,384,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6496,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:08 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,303,384,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6497,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:47 +0300,GET,/index.php/component/mailto/?link=0011f090d89f910f3d24e9873575a8d16029ca3e&template=1Rx0MAOh',%20waitfor%20delay%20'0:0:6'%20--%20&tmpl=component HTTP/1.1,200,1855,http://192.168.4.161/DVWA
6498,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:13 +0300,GET,/phpmyadmin/main.php HTTP/1.1,404,510,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6499,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:00 +0300,GET,/index.php/component/content/?format=feed&type=&view=featured HTTP/1.1,200,1101,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6500,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:07 +0300,POST,/index.php/component/search/ HTTP/1.1,303,407,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6501,192.168.4.25,acunetix,-,-,22/Dec/2016:16:40:10 +0300,GET,/index.php/component/!(()%26%26!%7c*%7c*%7c/article/2-uncategorised/1-testsayfasi HTTP/1.1,404,3990,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6502,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:07 +0300,POST,/index.php/component/search/ HTTP/1.1,303,372,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6503,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,360,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6504,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,384,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6505,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:46 +0300,POST,/index.php/component/search/ HTTP/1.1,303,383,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6506,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:13 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2007,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6507,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:27 +0300,POST,/index.php/component/search/ HTTP/1.1,303,409,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6508,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:55 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,200,237,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6509,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:23 +0300,POST,/index.php/component/search/ HTTP/1.1,303,374,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6510,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:46 +0300,POST,/index.php/component/search/ HTTP/1.1,303,377,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6511,192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:17 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,303,385,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6512,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:03 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3053,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6513,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:24 +0300,POST,/index.php/component/search/ HTTP/1.1,303,371,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6514,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:32 +0300,POST,/index.php/component/search/ HTTP/1.1,303,373,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6515,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:21 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,303,385,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6516,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:55 +0300,POST,/index.php HTTP/1.1,200,1858,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6517,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:16 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2073,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6518,192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:47 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3085,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6519,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:02 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6520,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:35 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6521,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:38 +0300,POST,/index.php/component/search/ HTTP/1.1,303,378,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6522,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:27 +0300,POST,/index.php/component/users/?task=%5c HTTP/1.1,200,2753,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6523,192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:44 +0300,POST,/index.php/component/search/ HTTP/1.1,303,374,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6524,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:37 +0300,POST,/index.php/component/search/ HTTP/1.1,303,376,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6525,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:06 +0300,POST,/index.php HTTP/1.1,303,368,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6526,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:57 +0300,POST,/index.php/component/search/ HTTP/1.1,200,2614,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6527,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:38 +0300,POST,/index.php HTTP/1.1,200,238,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6528,192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:22 +0300,POST,/index.php/component/search/ HTTP/1.1,303,388,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6529,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:54 +0300,POST,/index.php HTTP/1.1,200,1847,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6530,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:16 +0300,POST,/administrator/index.php HTTP/1.1,500,1522,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6531,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:24 +0300,POST,/index.php/component/search/ HTTP/1.1,303,440,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6532,192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,350,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6533,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:53 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6534,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:11 +0300,POST,/index.php/component/search/ HTTP/1.1,303,376,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6535,192.168.4.25,acunetix,-,-,22/Dec/2016:16:33:44 +0300,POST,/index.php/component/search/ HTTP/1.1,303,417,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6536,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:07 +0300,POST,/index.php/component/search/ HTTP/1.1,303,393,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6537,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:54 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3054,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
6538,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:55 +0300,POST,/index.php/component/search/ HTTP/1.1,303,363,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
0,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:05 +0300,GET,/DVWA/ HTTP/1.1,200,2020,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
1,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/ HTTP/1.1,200,263,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
2,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.git/config HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
3,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.git/config HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
4,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.svn/all-wcprops HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
5,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.svn/all-wcprops HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.svn/wc.db HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
7,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/.svn/wc.db HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
8,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/~.aspx HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
9,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/~.aspx HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
10,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/cgi-bin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
11,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/cgi-bin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
12,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/cgi-sys/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
13,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/cgi-sys/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
14,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/config.inc HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
15,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/config.inc HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
16,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/CVS/Entries HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
17,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/CVS/Entries HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
18,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/database.inc HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
19,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/Netsparker5813f70393f249298de468dad74c98a4/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
20,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/phpinfo.php HTTP/1.1,200,286,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
21,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/phpinfo.php HTTP/1.1,200,286,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
22,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/trace.axd HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
23,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/trace.axd HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
24,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/WS_FTP.log HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
25,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:06 +0300,HEAD,/DVWA/WS_FTP.log HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
26,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,GET,/DVWA/ HTTP/1.1,302,433,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
27,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,GET,/DVWA/login.php HTTP/1.1,200,1016,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
28,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
29,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
30,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/.production.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
31,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/.production.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
32,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/adm/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
33,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/adm/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
34,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/admin.asp HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
35,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/admin.asp HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
36,192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:07 +0300,HEAD,/DVWA/admin.aspx HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
